angle_rad,band,kx_Ainv,ky_Ainv,sx,sy,sz,helicity
5.759586531581287,lower,0.04330127018922192,-0.025000000000000022,-0.46423834544263015,-0.804084401128346,-0.37139067635410355,-0.9284766908852595
5.759586531581287,upper,0.04330127018922192,-0.025000000000000022,0.4642383454426301,0.804084401128346,0.3713906763541036,0.9284766908852594
5.8468529941810035,lower,0.04531538935183249,-0.021130913087035002,-0.39239120516868564,-0.8414856550313308,-0.3713906763541042,-0.9284766908852592
5.8468529941810035,upper,0.04531538935183249,-0.021130913087035002,0.39239120516868564,0.8414856550313307,0.37139067635410383,0.9284766908852591
5.93411945678072,lower,0.046984631039295406,-0.01710100716628347,-0.3175577308911198,-0.8724826949965969,-0.37139067635410355,-0.9284766908852594
5.93411945678072,upper,0.046984631039295406,-0.01710100716628347,0.3175577308911198,0.872482694996597,0.37139067635410355,0.9284766908852595
6.021385919380437,lower,0.04829629131445342,-0.012940952255126035,-0.24030745053487118,-0.8968396148334841,-0.3713906763541037,-0.9284766908852594
6.021385919380437,upper,0.04829629131445342,-0.012940952255126035,0.2403074505348712,0.8968396148334841,0.37139067635410367,0.9284766908852594
6.1086523819801535,lower,0.0492403876506104,-0.00868240888334652,-0.16122828537844705,-0.9143710436749227,-0.3713906763541039,-0.9284766908852593
6.1086523819801535,upper,0.0492403876506104,-0.00868240888334652,0.16122828537844705,0.9143710436749227,0.3713906763541038,0.9284766908852593
6.19591884457987,lower,0.04980973490458728,-0.004357787137382916,-0.08092207561799258,-0.9249435567616641,-0.3713906763541038,-0.9284766908852596
6.19591884457987,upper,0.04980973490458728,-0.004357787137382916,0.08092207561799258,0.9249435567616641,0.37139067635410355,0.9284766908852596
